0,10,12,16,8,5,4,0,1,0,0,0,0,0,0,0
10,462,952,829,728,950,505,183,80,46,40,10,5,8,0,0
12,952,1866,1905,1793,2340,1236,461,266,181,151,57,22,27,0,1
16,829,1905,1868,1853,2724,1744,776,447,309,296,112,63,66,14,0
8,728,1793,1853,2054,3077,1991,960,652,461,404,178,115,137,20,0
5,950,2340,2724,3077,5392,3902,2003,1365,1058,1038,563,284,396,74,1
4,505,1236,1744,1991,3902,3446,1845,1366,1003,1089,622,346,525,109,2
0,183,461,776,960,2003,1845,1186,915,719,736,376,229,358,79,1
1,80,266,447,652,1365,1366,915,748,579,663,324,229,289,74,2
0,46,181,309,461,1058,1003,719,579,516,585,312,160,245,69,2
0,40,151,296,404,1038,1089,736,663,585,738,422,192,342,101,2
0,10,57,112,178,563,622,376,324,312,422,236,148,219,75,1
0,5,22,63,115,284,346,229,229,160,192,148,84,156,44,2
0,8,27,66,137,396,525,358,289,245,342,219,156,256,99,7
0,0,0,14,20,74,109,79,74,69,101,75,44,99,36,3
0,0,1,0,0,1,2,1,2,2,2,1,2,7,3,0
